Year,Month,State,Deforestation_Level,Total_Precipitation_Level,Atmospheric_Pressure_Station_Level,Global_Radiation_Level,Air_Temperature_Level,Max_Air_Temperature_Level,Min_Air_Temperature_Level,Relative_Humidity_Level,Max_Relative_Humidity_Level,Min_Relative_Humidity_Level,Hourly_Wind_Speed_Level,Max_Wind_Gust_Level
2019,12,RO,High,Low,Medium,Low,Medium,Medium,High,Medium,Low,High,Low,Low
2020,1,RO,High,Low,Medium,Low,Medium,Medium,High,Medium,Low,High,Low,Low
2020,2,RO,High,Low,Medium,Low,Medium,Medium,High,Medium,Low,High,Low,Low
2020,3,RO,High,Low,Medium,Low,Medium,Medium,High,Medium,Medium,High,Low,Low
2020,4,RO,High,Low,Medium,Low,Medium,Medium,High,Medium,Medium,High,Low,Low
2020,5,RO,Critical,Low,Medium,Low,Medium,Medium,High,Medium,Medium,High,Low,Low
2020,6,RO,Critical,Low,Medium,Low,Medium,Medium,High,Medium,Medium,High,Low,Low
2020,7,RO,Critical,Low,Medium,Low,Medium,Medium,High,Medium,Medium,High,Low,Low
2020,8,RO,Critical,Low,Medium,Low,Medium,Medium,High,Medium,Medium,High,Low,Low
2020,9,RO,Critical,Low,Medium,Low,Medium,Medium,High,Medium,Medium,High,Low,Low
2020,10,RO,Critical,Low,Medium,Low,Medium,Medium,High,Medium,Medium,High,Low,Low
2020,11,RO,High,Low,Medium,Low,Medium,Medium,High,Medium,Medium,High,Low,Low
2020,12,RO,High,Low,Medium,Low,Medium,Medium,High,Medium,Medium,High,Low,Low
2021,1,RO,High,Low,Medium,Low,Medium,Medium,High,High,Medium,High,Low,Low
2021,2,RO,High,Low,Medium,Low,Medium,Medium,High,High,Medium,High,Low,Low
2021,3,RO,High,Low,Medium,Low,Medium,Medium,High,High,Medium,High,Low,Low
2021,4,RO,High,Low,Medium,Low,Medium,Medium,High,High,Medium,High,Low,Low
2021,5,RO,Critical,Low,Medium,Low,Medium,Medium,High,High,Medium,High,Low,Low
2021,6,RO,Critical,Low,Medium,Low,Medium,Medium,High,High,Medium,High,Low,Low
2021,7,RO,Critical,Low,Medium,Low,Medium,Medium,High,High,Medium,High,Low,Low
2021,8,RO,Critical,Low,Medium,Low,High,Medium,High,High,Medium,High,Low,Low
2021,9,RO,Critical,Low,Medium,Low,High,Medium,High,High,Medium,High,Low,Low
2021,10,RO,Critical,Low,Medium,Low,High,Medium,High,High,Medium,High,Low,Low
2021,11,RO,High,Low,Medium,Low,High,Medium,High,High,Medium,High,Low,Low
2021,12,RO,High,Low,Medium,Low,High,Medium,High,High,Medium,High,Low,Low
2022,1,RO,High,High,Medium,Low,Medium,High,Medium,Medium,High,High,Low,Low
2022,2,RO,High,High,Medium,Low,Medium,High,Medium,Medium,High,High,Low,Low
2022,3,RO,High,High,Medium,Low,Medium,High,High,Medium,High,High,Low,Low
2022,4,RO,High,High,Medium,Low,Medium,High,Medium,Medium,High,Medium,Low,Low
2022,5,RO,Critical,Medium,Medium,Low,Medium,High,Low,Medium,High,Low,Low,Low
2022,6,RO,Critical,Low,Medium,Low,Medium,High,High,Medium,High,High,Low,Low
2022,7,RO,Critical,Low,Medium,Low,High,Low,Medium,Medium,Low,High,Low,Low
2022,8,RO,Critical,Low,Medium,Low,Medium,Low,Low,Medium,Low,High,Low,High
2022,9,RO,Critical,Medium,Medium,Low,High,Low,Medium,High,Low,High,Low,Medium
2022,10,RO,Critical,High,Medium,Low,High,Low,Medium,High,Low,High,Low,High
2022,11,RO,High,Medium,Medium,Low,Medium,Low,Low,Medium,Low,High,Low,High
2022,12,RO,High,High,Medium,Low,Medium,Medium,Medium,Medium,Low,High,Low,Medium
2023,1,RO,Medium,Low,Medium,Low,Medium,Medium,High,Low,Low,High,Low,Medium
2023,2,RO,Medium,Low,Medium,Low,Low,Medium,High,Low,Low,High,Low,Low
2023,3,RO,Medium,Low,Medium,Low,Low,Medium,High,Low,Medium,High,Low,Low
2023,4,RO,High,High,Medium,Low,Medium,Medium,High,Medium,Medium,High,Low,Low
2023,5,RO,High,Low,Medium,Low,High,High,High,High,Medium,High,Low,Low
2023,6,RO,Critical,Medium,Medium,Low,Medium,Medium,Low,Medium,High,Medium,Low,Medium
2023,7,RO,Critical,Low,Medium,Low,Medium,High,Medium,Medium,Medium,Low,Low,Low
2023,8,RO,Critical,Medium,Medium,Low,High,High,Medium,Medium,High,Medium,Low,Medium
2023,9,RO,Critical,Medium,Medium,Low,High,High,Medium,High,High,Medium,Low,High
2023,10,RO,High,High,Medium,Low,High,High,High,High,High,Medium,Low,High
2023,11,RO,High,High,Medium,Low,High,High,High,High,High,Medium,Low,High
2023,12,RO,Medium,High,Medium,Low,High,High,High,High,High,High,Low,Medium
2004,12,PE,Low,Low,High,Low,High,Low,Medium,High,Low,Medium,High,Medium
2005,1,PE,Low,Low,High,High,High,Medium,Medium,High,Medium,Medium,Medium,Medium
2005,2,PE,Low,Medium,High,High,High,High,Medium,High,Medium,High,Medium,Medium
2005,3,PE,Low,Medium,High,High,High,Medium,Medium,High,Medium,High,Medium,Low
2005,4,PE,Low,High,High,High,High,Medium,Medium,High,Medium,Medium,Medium,Medium
2005,5,PE,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Medium,High,Low,Medium
2005,6,PE,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,Medium
2005,7,PE,High,High,High,High,Low,Medium,Medium,Low,Medium,Medium,Medium,Medium
2005,8,PE,High,High,High,High,Low,Medium,Medium,Low,Low,Medium,Medium,Medium
2005,9,PE,Medium,Low,High,High,Medium,Low,Medium,Medium,Low,Medium,Medium,Medium
2005,10,PE,Medium,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Medium,High,Low
2005,11,PE,Low,Low,High,High,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium
2005,12,PE,Low,High,High,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low
2006,1,PE,Low,Low,High,High,High,Medium,Medium,High,Medium,Medium,High,Low
2006,2,PE,Low,Low,High,High,High,Medium,Medium,High,Medium,Medium,Medium,Low
2006,3,PE,Low,Medium,High,High,High,High,Medium,High,High,High,Medium,Low
2006,4,PE,Low,High,High,High,Medium,Medium,Medium,Medium,Medium,High,Medium,Low
2006,5,PE,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,Low
2006,6,PE,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Medium,High,High,Low
2006,7,PE,Medium,High,High,High,Low,Medium,Medium,Low,Medium,Medium,High,Low
2006,8,PE,Medium,High,High,High,Low,Low,Medium,Low,Low,Medium,High,Low
2006,9,PE,Medium,Medium,High,High,Medium,Low,Medium,Medium,Low,Medium,High,Low
2006,10,PE,Medium,Low,High,High,Medium,Medium,Medium,Medium,Low,Medium,High,Low
2006,11,PE,Low,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Medium,High,Low
2006,12,PE,Low,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Medium,High,Low
2007,1,PE,Low,Medium,High,High,High,Medium,Medium,High,Medium,Medium,High,Low
2007,2,PE,Low,High,High,High,High,Medium,Medium,High,Medium,Medium,High,Low
2007,3,PE,Low,Medium,High,High,Medium,Medium,Medium,Medium,High,High,High,Low
2007,4,PE,Low,High,High,High,Medium,Medium,Medium,Medium,Medium,Medium,High,Low
2007,5,PE,Medium,High,High,High,Medium,Medium,Medium,Medium,Medium,High,High,Low
2007,6,PE,Medium,High,High,Medium,Low,Medium,Medium,Low,Medium,High,High,Low
2007,7,PE,Medium,High,High,High,Low,Medium,Low,Low,Medium,Medium,High,Low
2007,8,PE,Medium,High,High,High,Low,Low,Medium,Low,Low,Medium,High,Low
2007,9,PE,Medium,Medium,High,High,Low,Medium,Medium,Low,Medium,Medium,High,Medium
2007,10,PE,Medium,Low,High,High,Medium,Medium,Medium,Medium,Low,Medium,High,Medium
2007,11,PE,Low,Low,High,High,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium
2007,12,PE,Low,Low,High,High,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium
2008,1,PE,Low,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium
2008,2,PE,Low,Low,High,High,High,Medium,Medium,High,Medium,Medium,Medium,Medium
2008,3,PE,Low,High,High,High,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low
2008,4,PE,Medium,High,High,High,Medium,Medium,Medium,Medium,Medium,High,Low,Low
2008,5,PE,Medium,High,High,High,Medium,Medium,Medium,Medium,Medium,High,Low,Medium
2008,6,PE,High,High,High,High,Low,Medium,Low,Low,Medium,Medium,Medium,Medium
2008,7,PE,High,High,High,High,Low,High,Medium,Low,High,Low,High,Medium
2008,8,PE,High,Low,High,High,Low,Low,Medium,Low,Low,High,High,Low
2008,9,PE,High,Low,High,Medium,Medium,Low,High,Low,Low,High,High,Low
2008,10,PE,Medium,Low,High,Medium,Medium,Low,High,Medium,Low,High,Low,Low
2008,11,PE,Medium,Low,High,Low,High,Low,High,Medium,Low,High,Low,Low
2008,12,PE,Low,Low,High,Low,High,Low,Medium,High,Low,Medium,Low,Low
2009,1,PE,Low,Low,High,Medium,High,Medium,Medium,High,Medium,Medium,Low,Low
2009,2,PE,Low,Medium,High,High,High,Medium,Medium,High,Medium,High,Low,Low
2009,3,PE,Low,Medium,High,Low,Medium,Medium,Medium,Medium,Medium,High,Low,Low
2009,4,PE,Low,Low,High,Low,Medium,Medium,High,Medium,Medium,High,Low,Low
2009,5,PE,Low,Low,High,Low,Medium,Medium,High,Medium,Low,High,Medium,Low
2009,6,PE,Medium,Low,High,Low,High,Low,High,High,Low,High,High,Low
2009,7,PE,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Medium,High,Medium,Low
2009,8,PE,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low
2009,9,PE,Medium,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low
2009,10,PE,Low,Low,High,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low
2009,11,PE,Low,Low,High,High,High,Medium,Medium,Medium,Medium,Medium,High,Low
2009,12,PE,Low,Low,High,High,High,High,Medium,High,High,High,Medium,Low
2010,1,PE,Low,High,High,Medium,Medium,High,Medium,Medium,High,High,Medium,Low
2010,2,PE,Low,Low,High,High,High,High,High,High,High,High,Medium,Low
2010,3,PE,Low,Medium,High,High,High,High,Medium,High,High,High,Medium,Low
2010,4,PE,Low,High,High,Medium,High,High,High,High,High,High,Low,Low
2010,5,PE,Medium,Medium,High,Medium,Medium,High,Medium,Medium,High,High,Low,Low
2010,6,PE,High,High,High,Medium,Medium,High,Medium,Medium,High,High,Medium,Low
2010,7,PE,High,High,High,Medium,Low,High,Medium,Low,Medium,Medium,Medium,Low
2010,8,PE,High,High,High,Medium,Low,Medium,Medium,Low,Medium,Medium,Medium,Low
2010,9,PE,High,Low,High,High,Medium,Medium,Medium,Medium,Medium,Medium,High,Low
2010,10,PE,Medium,Low,High,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium
2010,11,PE,Low,Low,High,High,High,High,Medium,Medium,Medium,Medium,High,Low
2010,12,PE,Low,Medium,High,High,High,Medium,Medium,High,High,Medium,Medium,Low
2011,1,PE,Low,Medium,High,High,Medium,High,Medium,Medium,Medium,Medium,Medium,Low
2011,2,PE,Low,High,High,High,Medium,High,Medium,Medium,High,High,Medium,Low
2011,3,PE,Low,Medium,High,High,High,High,Medium,High,High,Medium,Low,Low
2011,4,PE,Low,High,High,Medium,Medium,High,Medium,Medium,High,High,Low,Low
2011,5,PE,Medium,High,High,Medium,Medium,High,Medium,Medium,High,High,Medium,Low
2011,6,PE,Medium,High,High,Medium,Medium,High,Medium,Medium,High,High,Medium,Low
2011,7,PE,Medium,High,High,Medium,Low,Medium,Medium,Low,High,High,Medium,Low
2011,8,PE,Medium,Medium,High,Medium,Low,High,Medium,Low,High,High,Medium,Low
2011,9,PE,Medium,Low,High,Medium,Medium,High,Medium,Medium,High,High,High,Medium
2011,10,PE,Medium,Low,High,High,Medium,High,Medium,Medium,High,High,Medium,Low
2011,11,PE,Low,Medium,High,High,Medium,High,Medium,Medium,High,High,High,Low
2011,12,PE,Low,Low,High,High,High,High,Medium,High,High,High,High,Low
2012,1,PE,Low,High,High,Medium,Medium,High,Medium,Medium,High,High,Medium,Medium
2012,2,PE,Low,High,High,High,Medium,Medium,Medium,Medium,Medium,High,Medium,Low
2012,3,PE,Low,Medium,High,High,High,High,Medium,High,High,Medium,Medium,Low
2012,4,PE,Medium,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low
2012,5,PE,Medium,High,High,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Low
2012,6,PE,High,High,High,Medium,Medium,Medium,Medium,Medium,Medium,High,Low,Low
2012,7,PE,High,High,High,Medium,Low,Medium,Medium,Low,Medium,Medium,Medium,Low
2012,8,PE,High,High,High,Medium,Low,Medium,Medium,Low,Medium,Medium,Medium,Low
2012,9,PE,High,Low,High,High,Medium,Low,Medium,Medium,Low,Medium,High,Low
2012,10,PE,Medium,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Medium,High,Low
2012,11,PE,Medium,Low,High,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low
2012,12,PE,Low,Low,High,High,High,Medium,Medium,High,Medium,Medium,Medium,Low
2013,1,PE,Low,Medium,High,High,High,High,Medium,High,High,Medium,Medium,Low
2013,2,PE,Low,Medium,High,High,High,High,Medium,High,High,Medium,High,Low
2013,3,PE,Low,Medium,High,High,High,High,High,High,High,Medium,Medium,Low
2013,4,PE,Low,High,High,Medium,High,High,Medium,Medium,High,High,Low,Low
2013,5,PE,Low,High,High,Medium,Medium,High,Medium,Medium,High,High,Low,Low
2013,6,PE,Medium,High,High,Medium,Medium,High,Medium,Medium,High,High,Low,Low
2013,7,PE,Medium,High,High,Medium,Low,Medium,Medium,Low,Medium,Medium,Low,Low
2013,8,PE,Medium,High,High,Medium,Low,Medium,Medium,Low,Medium,Medium,Medium,Low
2013,9,PE,Medium,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low
2013,10,PE,Low,Medium,High,High,Medium,Medium,Medium,Medium,High,Medium,Medium,Low
2013,11,PE,Low,Medium,High,High,Medium,Low,Medium,Medium,Low,Medium,Medium,Low
2013,12,PE,Low,High,High,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low
2014,1,PE,Low,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low
2014,2,PE,Low,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low
2014,3,PE,Low,High,High,High,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low
2014,4,PE,Low,High,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low
2014,5,PE,Low,High,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low
2014,6,PE,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low
2014,7,PE,Medium,High,High,Medium,Low,Medium,Medium,Low,Low,Medium,Medium,Low
2014,8,PE,Medium,Medium,High,High,Low,Medium,Medium,Low,Low,Medium,Medium,Low
2014,9,PE,Medium,High,High,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low
2014,10,PE,Low,Medium,High,High,Medium,High,Medium,Medium,High,Medium,High,Low
2014,11,PE,Low,Medium,High,High,Medium,High,Medium,Medium,High,Medium,Medium,Low
2014,12,PE,Low,Medium,High,High,Medium,Medium,Medium,Medium,High,Medium,Low,Low
2015,1,PE,Low,Medium,High,High,Medium,High,Medium,Medium,High,Medium,Low,Low
2015,2,PE,Low,Low,High,High,High,High,Medium,High,High,Medium,Medium,Low
2015,3,PE,Low,High,High,High,Medium,High,Medium,Medium,High,High,Low,Low
2015,4,PE,Low,Medium,High,High,Medium,High,Medium,Medium,High,Medium,Low,Low
2015,5,PE,Low,High,High,High,Medium,High,Medium,Medium,High,Medium,Low,Low
2015,6,PE,Low,High,High,High,Medium,High,Medium,Medium,High,Medium,Low,Low
2015,7,PE,Medium,High,High,High,Low,Medium,Medium,Low,Medium,Medium,Medium,Low
2015,8,PE,Medium,Medium,High,High,Low,Low,Medium,Low,Low,Medium,Medium,Low
2015,9,PE,Low,Low,High,High,Medium,Low,Medium,Medium,Low,Medium,Medium,Low
2015,10,PE,Low,Low,High,High,Medium,Medium,Medium,Medium,Medium,Low,High,Low
2015,11,PE,Low,Low,High,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low
2015,12,PE,Low,Medium,High,High,High,Medium,Medium,High,Medium,Medium,Medium,Low
2016,1,PE,Low,Medium,High,High,High,Medium,Medium,High,High,Medium,Low,Low
2016,2,PE,Low,Medium,High,High,High,High,Medium,High,Medium,Medium,Medium,Low
2016,3,PE,Low,High,High,High,High,High,Medium,High,High,Medium,Medium,Low
2016,4,PE,Low,High,High,High,Medium,High,Medium,Medium,High,High,Medium,Low
2016,5,PE,Low,High,High,High,Medium,High,Medium,Medium,High,Medium,Low,Low
2016,6,PE,Medium,Medium,High,High,Medium,Medium,Medium,Medium,High,Medium,Low,Low
2016,7,PE,Medium,Medium,High,High,Low,Medium,Medium,Low,Medium,Medium,Medium,Low
2016,8,PE,Medium,Medium,High,High,Medium,High,Medium,Low,High,Medium,Medium,Low
2016,9,PE,Medium,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low
2016,10,PE,Low,Low,High,High,High,Medium,Medium,Medium,Medium,High,High,Low
2016,11,PE,Low,Low,High,High,High,Medium,Medium,High,High,High,High,Low
2016,12,PE,Low,Medium,High,High,High,High,Medium,High,High,High,High,Low
2017,1,PE,Low,Low,High,High,High,High,Medium,High,High,Medium,High,Low
2017,2,PE,Low,Low,High,High,High,High,Medium,High,High,Medium,Medium,Low
2017,3,PE,Low,High,High,High,High,High,Medium,High,High,Low,Medium,Low
2017,4,PE,Low,High,High,High,High,High,Medium,Medium,High,High,Medium,Low
2017,5,PE,Low,High,High,High,Medium,High,Medium,Medium,High,High,Low,Low
2017,6,PE,Medium,High,High,High,Medium,High,Medium,Medium,High,High,Medium,Low
2017,7,PE,Medium,High,High,High,Low,Medium,Medium,Low,High,Medium,High,Low
2017,8,PE,Medium,Medium,High,High,Low,Medium,Medium,Low,Medium,Medium,Medium,Low
2017,9,PE,Medium,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Medium,High,Low
2017,10,PE,Low,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Medium,High,Low
2017,11,PE,Low,Low,High,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low
2017,12,PE,Low,Low,High,Medium,High,Medium,Medium,High,Medium,Medium,Medium,Low
2018,1,PE,Low,Low,High,High,High,Medium,Medium,High,Medium,Medium,Medium,Low
2018,2,PE,Low,High,High,High,High,High,Medium,High,High,High,Medium,Low
2018,3,PE,Low,Medium,High,High,Medium,High,Medium,Medium,High,Medium,Low,Low
2018,4,PE,Low,High,High,High,Medium,High,Medium,Medium,High,High,Low,Low
2018,5,PE,Low,High,High,High,Medium,High,Medium,Medium,High,High,Low,Low
2018,6,PE,Medium,Medium,High,High,Low,High,Medium,Low,High,Medium,Low,Low
2018,7,PE,Medium,Medium,High,High,Low,Medium,Medium,Low,Medium,Medium,Medium,Low
2018,8,PE,Medium,Medium,High,High,Low,Medium,Medium,Low,Medium,Medium,Medium,Low
2018,9,PE,Medium,Medium,High,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low
2018,10,PE,Low,Low,High,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low
2018,11,PE,Low,Low,High,High,High,Medium,Medium,High,High,Medium,High,Low
2018,12,PE,Low,Medium,High,High,High,High,Medium,High,High,Medium,Medium,Low
2019,1,PE,Low,Medium,High,High,High,High,Medium,Medium,High,Medium,Medium,Low
2019,2,PE,Low,Medium,High,High,High,High,Medium,High,High,High,Low,Low
2019,3,PE,Low,High,High,High,High,High,Medium,High,High,High,Low,Low
2019,4,PE,Low,High,High,High,Medium,High,Medium,Medium,High,High,Low,Low
2019,5,PE,Low,High,High,Medium,Medium,High,Medium,Medium,High,High,Low,Low
2019,6,PE,Low,High,High,Medium,Medium,High,Medium,Medium,High,High,Low,Low
2019,7,PE,Low,High,High,Medium,Low,High,Medium,Low,High,Medium,Low,Low
2019,8,PE,Low,High,High,Medium,Low,Medium,Medium,Low,Medium,Medium,Medium,Low
2019,9,PE,Low,Medium,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High,Low
2019,10,PE,Low,Medium,High,High,Medium,High,Medium,Medium,Medium,Medium,High,Low
2019,11,PE,Low,Low,High,High,High,Medium,Medium,High,Medium,Medium,High,Low
2019,12,PE,Low,Low,High,High,High,Medium,Medium,High,High,Medium,High,Low
2020,1,PE,Low,Medium,High,Low,High,High,Medium,High,High,Medium,High,Low
2020,2,PE,Low,Medium,High,Low,High,High,High,High,High,High,High,Low
2020,3,PE,Low,Medium,High,Low,High,High,Medium,High,High,High,High,Low
2020,4,PE,Low,High,High,Low,High,High,Medium,High,High,High,High,Low
2020,5,PE,Low,High,High,Low,Medium,High,Medium,Medium,High,High,High,Low
2020,6,PE,Medium,High,High,Low,Medium,High,Medium,Medium,High,Medium,High,Low
2020,7,PE,Medium,High,High,Low,Low,Medium,Medium,Low,Medium,Medium,High,Low
2020,8,PE,Medium,Medium,High,Low,Low,Medium,Medium,Low,Medium,Medium,High,Low
2020,9,PE,Medium,Medium,High,Low,Medium,Medium,Medium,Medium,Medium,Medium,High,Low
2020,10,PE,Low,Low,High,Low,Medium,Medium,Medium,Medium,Medium,Medium,High,Low
2020,11,PE,Low,Medium,High,Low,High,High,Medium,High,High,Medium,High,Low
2020,12,PE,Low,Medium,High,Low,High,Medium,Medium,High,High,Medium,High,Low
2021,1,PE,Low,Medium,High,Low,High,Medium,High,High,Medium,High,Medium,Low
2021,2,PE,Low,Medium,High,Low,High,High,Medium,High,High,Medium,Medium,Low
2021,3,PE,Low,High,High,Low,Medium,High,Medium,High,High,Medium,Low,Low
2021,4,PE,Low,High,High,Low,Medium,High,Medium,Medium,High,High,Low,Low
2021,5,PE,Low,High,High,Low,Medium,High,Medium,Medium,High,High,Low,Low
2021,6,PE,Medium,High,High,Low,Low,High,Medium,Low,High,High,Low,Low
2021,7,PE,Medium,High,High,Low,Low,High,Medium,Low,High,Medium,Low,Low
2021,8,PE,Medium,High,High,Low,Low,High,Medium,Low,High,High,Medium,Low
2021,9,PE,Medium,Medium,High,Low,Medium,High,Medium,Medium,High,Medium,Medium,Low
2021,10,PE,Low,Low,High,Low,Medium,High,Medium,Medium,High,High,Medium,Low
2021,11,PE,Low,Medium,High,Low,Medium,High,High,Medium,High,High,Low,Low
2021,12,PE,Low,Medium,High,Low,Low,Medium,High,Medium,Medium,High,Low,Low
2022,1,PE,Low,Medium,High,Low,Low,Medium,High,Medium,Medium,High,Low,Low
2022,2,PE,Low,Medium,High,Low,Low,Medium,High,Medium,Medium,High,Low,Low
2022,3,PE,Low,Medium,High,Low,Low,Medium,High,Medium,Medium,High,Low,Low
2022,4,PE,Low,Medium,High,Low,Low,Medium,High,Medium,Medium,High,Low,Low
2022,5,PE,Low,Medium,High,Low,Low,Medium,High,Medium,Medium,High,Low,Low
2022,6,PE,Medium,Medium,High,Low,Low,Medium,High,Medium,Medium,High,Low,Low
2022,7,PE,Medium,Medium,High,Low,Low,Medium,High,Medium,Medium,High,Low,Low
2022,8,PE,Medium,Medium,High,Low,Low,Medium,High,Medium,Medium,High,Low,Low
2022,9,PE,Medium,Medium,High,Low,Low,Medium,High,Medium,Medium,High,Low,Low
2022,10,PE,Low,Medium,High,Low,Low,Medium,High,Medium,Medium,High,Low,Low
2022,11,PE,Low,Medium,High,Low,Low,Medium,High,Medium,Medium,High,Low,Low
2022,12,PE,Low,Medium,High,Low,Low,Medium,High,Medium,Medium,High,Low,Low
2023,1,PE,Low,Medium,High,Low,Low,Medium,High,Medium,Medium,High,Low,Low
2023,2,PE,Low,Medium,High,Low,Low,Medium,High,Medium,Medium,High,Low,Low
2023,3,PE,Low,Medium,High,Low,Low,Medium,High,Medium,Medium,High,Low,Low
2023,4,PE,Low,Medium,High,Low,Low,Medium,High,Medium,Medium,High,Low,Low
2023,5,PE,Low,Medium,High,Low,Low,Medium,High,Medium,Medium,High,Low,Low
2023,6,PE,Medium,Medium,High,Low,Low,Medium,High,Medium,Medium,High,Low,Low
2023,7,PE,Medium,Medium,High,Low,Low,Medium,High,Medium,Medium,High,Low,Low
2023,8,PE,Medium,Medium,High,Low,Low,Medium,High,Medium,Medium,High,Low,Low
2023,9,PE,Medium,Medium,High,Low,Low,Medium,High,Medium,Medium,High,Low,Low
2023,10,PE,Low,Medium,High,Low,Low,Medium,High,Medium,Medium,High,Low,Low
2023,11,PE,Low,Medium,High,Low,Low,Medium,High,Medium,Medium,High,Low,Low
2023,12,PE,Low,Medium,High,Low,Low,Medium,High,Medium,Medium,High,Low,Low
2008,7,AC,Critical,Low,Low,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Medium
2008,8,AC,Critical,Low,Low,High,High,Medium,Medium,High,Medium,Low,Medium,High
2008,9,AC,High,Medium,Low,Medium,Medium,Medium,Low,Medium,Medium,Low,Medium,High
2008,10,AC,High,Medium,Low,High,Medium,Medium,Medium,Medium,Medium,Medium,Medium,High
2008,11,AC,Medium,High,Low,Medium,Medium,High,Medium,Medium,High,High,Medium,High
2008,12,AC,Medium,High,Low,Medium,Medium,High,Medium,Medium,High,Medium,Low,High
2009,1,AC,Medium,High,Low,Medium,Medium,High,Medium,Medium,High,Medium,Low,High
2009,2,AC,Medium,High,Low,Medium,Medium,High,Medium,Medium,High,High,Low,High
2009,3,AC,Medium,High,Low,Medium,Medium,High,Medium,Medium,High,High,Low,Medium
2009,4,AC,Medium,High,Low,Medium,Medium,High,Medium,Medium,High,High,Low,Medium
2009,5,AC,High,Medium,Low,Medium,Medium,High,Medium,Medium,High,High,Low,Medium
2009,6,AC,High,Medium,Low,Medium,Low,High,Low,Low,High,Medium,Low,High
2009,7,AC,High,Low,Low,Medium,Low,High,Low,Low,High,Low,Low,High
2009,8,AC,High,Low,Low,High,Medium,High,Low,Medium,High,Medium,Low,High
2009,9,AC,High,Medium,Low,High,Medium,High,Low,Medium,High,Low,Medium,High
2009,10,AC,High,Medium,Low,High,High,High,Medium,Medium,High,Medium,Low,High
2009,11,AC,Medium,High,Low,High,Medium,High,Medium,Medium,High,High,Low,Medium
2009,12,AC,Medium,High,Low,Medium,Medium,High,Medium,Medium,High,High,Low,High
2010,1,AC,Medium,High,Low,Medium,Medium,High,Medium,Medium,High,High,Low,High
2010,2,AC,Medium,High,Low,Medium,Medium,High,Medium,Medium,High,High,Low,High
2010,3,AC,Medium,High,Low,Medium,Medium,High,Medium,Medium,High,High,Low,High
2010,4,AC,Medium,Medium,Low,Medium,Medium,High,Medium,Medium,High,Medium,Low,High
2010,5,AC,High,Low,Low,Medium,Low,High,Low,Low,High,Medium,Low,High
2010,6,AC,High,Low,Low,Medium,Medium,High,Low,Medium,High,Medium,Low,High
2010,7,AC,High,Low,Low,Medium,Low,High,Low,Low,High,Low,Low,High
2010,8,AC,High,Low,Low,Medium,Medium,High,Low,Medium,High,Low,Low,High
2010,9,AC,High,Low,Low,Medium,High,High,Low,High,High,Low,Medium,High
2010,10,AC,High,Medium,Low,Medium,Medium,High,Low,Medium,High,Medium,Medium,High
2010,11,AC,Medium,Medium,Low,Medium,Medium,High,Medium,Medium,High,Medium,Low,High
2010,12,AC,Medium,Medium,Low,Medium,Medium,High,Low,Medium,High,Medium,Medium,High
